instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿alb.ny.0173,﻿church,﻿St. Joseph's,English,,,,﻿,﻿Franklin County,﻿Malone,﻿Malone,﻿NY,,,,,,,﻿jam_ohare_001,﻿Rev.,﻿James O'Hare,,﻿Assistant,,,,,,1869,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0175,﻿church,﻿St. Mary's,English,,,,﻿Onondaga County,﻿Onondaga County,﻿Manlius,﻿Manlius,﻿NY,,,,,,,﻿j_h_meyer_001,﻿Rev.,﻿J. H. Meyer,,,,,,,,1869,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0177,﻿church,not recorded,English,,,,﻿Lewis County,﻿Lewis County,﻿Maple Ridge,,﻿NY,,,,﻿alb.ny.0168,﻿attended from Lowville,,,,,,,,,,,,1869,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0178,﻿church,not recorded,English,,,,﻿Washington County,﻿Washington County,﻿Middle Granville,﻿Middle Granville,﻿NY,,,,,,,﻿h_b_hannett_001,﻿Rev.,﻿H. B. Hannett,,,,,,,,1869,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0179,﻿church,not recorded,English,,,,﻿—,﻿Cortland County,﻿Marathon,﻿Marathon,﻿NY,,,,﻿alb.ny.0085,﻿attended from Cortland,,,,,,,,,,,,1869,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0180,﻿church,not recorded,English,,,,﻿,﻿Onondaga County,﻿Marcellus,﻿Marcellus,﻿NY,,,,﻿alb.ny.0257,﻿attended from Skaneateles,,,,,,,,,,,,1869,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0181,﻿church,not recorded,English,,,,﻿St. Lawrence County,﻿St. Lawrence County,﻿Massena,﻿Massena,﻿NY,,,,﻿alb.ny.0302,﻿attended from Waddington,,,,,,,,,,,,1869,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0182,﻿church,﻿St. Mary's,English,,,,﻿Saratoga County,﻿Saratoga County,﻿Mechanicsville,﻿Mechanicville,﻿NY,,,,,,,﻿edw_hoar_001,﻿Rev.,﻿Phillip Izzo,﻿O.S.A.,,,,,,,1869,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0183,﻿church,﻿St. Joseph's Church,English,,,,﻿Essex County,﻿Essex County,﻿Minerva,﻿Minerva,﻿NY,,,,,,,﻿hoar_001,﻿Rev. Mr.,﻿Hoar,,﻿Pastor,,,,,,1869,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0383,﻿church,not recorded,English,,,,﻿Herkimer County,﻿Herkimer County,﻿Mohawk,,﻿NY,,,,﻿alb.ny.0149,﻿attended from Ilion,,,,,,,,,,,,1869,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0184,﻿church,﻿St. Michael's,English,,,,﻿Lewis County,﻿Lewis County,﻿Mohawk Hill,﻿Mohawk Hill,﻿NY,,,,,,,﻿joh_b_bach_001,﻿Rev.,﻿John B. Bach,,,,,,,,1869,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0185,﻿church,﻿SS. Peter and Paul,English,,,,﻿Lewis County,﻿Lewis County,﻿Montague,﻿Montague,﻿NY,,,,﻿alb.ny.0168,﻿attended from Lowville,,,,,,,,,,,,1869,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0186,﻿church,﻿Immaculate Conception,English,,,,﻿Morehouseville County,﻿Hamilton County,﻿Hamilton,﻿Morehouseville,﻿NY,,,,﻿alb.ny.0149,﻿attended from Ilion,,,,,,,,,,,,1869,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0187,﻿church,not recorded,English,﻿(new church),,,﻿Essex County,﻿Essex County,﻿Moriah,﻿Moriah,﻿NY,,,,﻿alb.ny.0226,﻿attended from Port Henry,,,,,,,,,,,,1869,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
