instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,personTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,attendingPersID,attendingChurchNote,persTitle,diocese,diocese_reg
﻿new.nj.0005,﻿church,﻿St. James',English,,,,,﻿Essex County,﻿Newark,﻿Newark,﻿NJ,,40.7285209,-74.1621778,,,,﻿j_m_gervais_001,﻿Rev.,﻿J. M. Gervais,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0006,﻿church,﻿St. Peter's,﻿German,,,,,﻿Essex County,﻿Newark,﻿Newark,﻿NJ,,40.7397369,-74.2017412,,,,﻿god_preith_001,﻿Rev.,﻿Godfried Preith,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0007,﻿church,﻿St. Joseph's,English,,,,,﻿Essex County,﻿Newark,﻿Newark,﻿NJ,,40.735657,-74.1723667,,,,﻿jam_f_dalton_001,﻿Rev.,﻿James F. Dalton,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0008,﻿church,﻿St. Benedict's,﻿German,,,,,﻿Essex County,﻿Newark,﻿Newark,﻿NJ,,40.7355148,-74.1789385,﻿new.nj.0004,﻿Served by the Benedictines from St. Mary's,,,,,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0009,﻿school,﻿St. Pius' School-house,English,,﻿East Newark,,,﻿Essex County,﻿Newark,﻿Newark,﻿NJ,,40.7497019,-74.1636313,,,,,,,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0010,﻿church,﻿St. Nicholas of Tolentino,English,,,,﻿Atlantic County,,﻿Absecom,﻿Absecom,﻿NJ,,39.4284503,-74.4957076,﻿phi.pa.0088_03,﻿Attended by the Augustinians from Philadelphia,,,,,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0011,﻿church,not recorded,English,,,,﻿Sussex County,,﻿Andover,﻿Andover,﻿NJ,,40.9859311,-74.7421089,﻿new.nj.0070,﻿Attended from Newton,,,,,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0012,﻿church,﻿St. James',English,,,,﻿Somerset County,,﻿Baskingridge,﻿Basking Ridge,﻿NJ,,40.7066174,-74.5493284,﻿new.nj.0063,﻿Attended from Morristown,,,,,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0013,﻿church,﻿St. Peter's,English,,,,﻿Essex County,,﻿Belleville,﻿Belleville,﻿NJ,,40.7936744,-74.1500469,,,,﻿hub_de-burgh_001,﻿Rev.,﻿Hubert De Burgh,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0014,﻿church,not recorded,English,,,,﻿Warren County,,﻿Belvidere,﻿Belvidere,﻿NJ,,40.82982,-75.0776747,﻿new.nj.0080,﻿Attended from Phillipsburgh,,,,,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0015,﻿church,﻿St. Mary's (Stella Maris),English,,,,﻿Bergen County,,﻿Bergen Point,﻿Bayonne,﻿NJ,,40.6687141,-74.1143091,,,,﻿f_niederhauser_001,﻿Rev.,﻿F. Niederhauser,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0016,﻿church,﻿St. Joseph's,English,,,,﻿Burlington County,,﻿Beverly,﻿Beverly,﻿NJ,,40.0648332,-74.9232226,﻿new.nj.0021,﻿Attended from Burlington,,,,,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0017,﻿church,﻿Our Lady of Mount Carmel,English,,,,﻿Morris County,,﻿Boonton,﻿Boonton,﻿NJ,,40.9076908,-74.4139624,,,,﻿l_gambosville_001,﻿Rev.,﻿L. Gambosville,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0018,﻿church,﻿St. Mary's,English,,,,﻿Burlington County,,﻿Bordentown,﻿Bordentown,﻿NJ,,40.141508,-74.6979836,,,,﻿p_leonard_001,﻿Rev.,﻿P. Leonard,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0019,﻿church,﻿St. Joseph's,English,,,,﻿Somerset County,,﻿Bound Brook,﻿Bound Brook,﻿NJ,,40.5684363,-74.5384889,﻿new.nj.0088,﻿Attended from Raritan,,,,,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0020,﻿church,﻿Immaculate Conception,English,,,,﻿Cumberland County,,﻿Bridgeton,﻿Bridgeton,﻿NJ,,39.427337,-75.2340768,﻿new.nj.0064,﻿Attended from Millville,,,,,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0021,﻿church,﻿St. Paul's,English,,,,﻿Burlington County,,﻿Burlington,﻿Burlington,﻿NJ,,40.080134,-74.8539065,,,,﻿mic_j_kirwan_001,﻿Rev.,﻿Michael J. Kirwan,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0022,﻿church,﻿Church of the Immaculate Conception,English,,,,﻿Camden County,,﻿Camden,﻿Camden,﻿NJ,,39.944882,-75.1185572,,,,﻿pat_byrnes_001,﻿Rev.,﻿Patrick Byrnes,,﻿Rural Dean,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0022,﻿church,﻿Church of the Immaculate Conception,English,,,,﻿Camden County,,﻿Camden,﻿Camden,﻿NJ,,39.944882,-75.1185572,,,,﻿pl_connolly_001,﻿Rev.,﻿P.L. Connolly,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0023,﻿church,﻿SS. Peter and Paul,﻿German,,,,﻿Camden County,,﻿Camden,﻿Camden,﻿NJ,,39.9259463,-75.1196199,,,,﻿j_thurnes_001,﻿Rev.,﻿J. Thurnes,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0023,﻿church,﻿SS. Peter and Paul,﻿German,,,,﻿Camden County,,﻿Camden,﻿Camden,﻿NJ,,39.9259463,-75.1196199,,,,﻿a_heckinger_001,﻿Rev.,﻿A. Heckinger,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0024,﻿church,﻿St. Mary's Star of the Sea,English,,,,﻿Cape May County,,﻿Cape Island,﻿Cape May,﻿NJ,,38.9333443,-74.9219285,﻿new.nj.0064,﻿Attended from Millville,,,,,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0025,﻿church,﻿St. Mary's,English,,,,﻿Hunterdon County,,﻿Clinton,﻿Clinton,﻿NJ,,40.6367682,-74.90989,﻿new.nj.0069,﻿Attended from New-Hampton,,,,,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0026,﻿church,not recorded,English,,,,﻿Cape May County,,﻿Dennis Creek,﻿Dennis,﻿NJ,,39.1958623,-74.8156199,﻿new.nj.0064,﻿Attended from Millville,,,,,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0027,﻿church,﻿St. Mary's,English,,,,﻿Morris County,,﻿Dover,﻿Dover,﻿NJ,,40.9479587,-74.5521869,,,,﻿b_a_quinn_001,﻿Rev.,﻿B. A. Quinn,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0028,﻿church,﻿St. Cecilia,English,,,,﻿Hudson County,,﻿Englewood,﻿Englewood,﻿NJ,,40.8928771,-73.9726381,﻿new.nj.0033,﻿Attended from Fort Lee,,,,,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0029,﻿church,﻿St. Nicholas',English,,,,﻿Atlantic County,,﻿Egg Harbor City,﻿Egg Harbor City,﻿NJ,,39.5287282,-74.6479364,﻿new.nj.0022,"﻿Attended from German church, Camden",,,,,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0030,﻿church,﻿St. Mary's,English,,,,﻿Union County,,﻿Elizabeth,﻿Elizabeth,﻿NJ,,40.6639916,-74.2107006,,,,﻿mic_e_kane_001,﻿Rev.,﻿Michael E. Kane,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0031,﻿church,﻿St. Michael's,﻿German,,,,﻿Union County,,﻿Elizabeth,﻿Elizabeth,﻿NJ,,40.6612064,-74.2032193,,,,﻿h_lempke_001,﻿Rev.,﻿H. Lempke,﻿O.S.B.,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0031,﻿church,﻿St. Michael's,﻿German,,,,﻿Union County,,﻿Elizabeth,﻿Elizabeth,﻿NJ,,40.6612064,-74.2032193,,,,﻿erh_vanino_001,﻿Rev.,﻿Erhard Vanino,﻿O.S.B.,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0032,﻿church,﻿St. Patrick's,English,,,,﻿Union County,,﻿Elizabeth,﻿Elizabeth,﻿NJ,,40.6523154,-74.1867094,,,,﻿p_hennessey_001,﻿Rev.,﻿P. Hennessey,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0032,﻿church,﻿St. Patrick's,English,,,,﻿Union County,,﻿Elizabeth,﻿Elizabeth,﻿NJ,,40.6523154,-74.1867094,,,,﻿j_p_morris_001,﻿Rev.,﻿J. P. Morris,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0033,﻿church,﻿Church of the Madonna,English,,,,﻿Bergen County,,﻿Fort Lee,﻿Fort Lee,﻿NJ,,40.8508461,-73.9750081,,,,﻿a_j_smith_001,﻿Rev.,﻿A. J. Smith,﻿O.C.C.,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0033,﻿church,﻿Church of the Madonna,English,,,,﻿Bergen County,,﻿Fort Lee,﻿Fort Lee,﻿NJ,,40.8508461,-73.9750081,,,,﻿ang_kempen_001,﻿Rev.,﻿Angelus Kempen,﻿O.C.C.,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0034,﻿church,﻿Immaculate Conception,English,,,,﻿Sussex County,,﻿Franklin Furnace,﻿Franklin,﻿NJ,,41.1220409,-74.5804378,﻿new.nj.0070,﻿Attended from Newton,,,,,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0035,﻿church,﻿St. Mary Magdalen de Pazzi,English,,,,﻿Hunterdon County,,﻿Flemington,﻿Flemington,﻿NJ,,40.5123258,-74.8593318,﻿new.nj.0053,﻿Attended from Lambertville,,,,,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0036,﻿church,﻿St. Rose of Lima,English,,,,﻿Monmouth County,,﻿Freehold,﻿Freehold,﻿NJ,,40.2580848,-74.2748157,﻿new.nj.0085,﻿Attended from Princeton,,,,,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0037,﻿church,not recorded,English,,,,﻿Gloucester County,,﻿Glasboro,﻿Glasboro,﻿NJ,,39.7028923,-75.1118422,﻿new.nj.0038,﻿Attended from Gloucester,,,,,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0038,﻿church,﻿St. Mary's,English,,,,﻿Camden County,,﻿Gloucester,﻿Gloucester,﻿NJ,,39.8917799,-75.1162863,,,,﻿w_j_wiseman_001,﻿Rev.,﻿W. J. Wiseman,﻿S.T.L.,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0039,﻿church,﻿St. Paul's,English,,,,﻿Hudson County,,﻿Greenville,﻿Greenville,﻿NJ,,40.7017797,-74.0924601,﻿new.nj.0045,﻿Attended from Jersey City,,,,,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0040,﻿church,﻿St. Joseph's,English,,,,﻿Hudson County,,﻿Guttenberg,﻿Guttenberg,﻿NJ,,40.7920454,-74.0037505,﻿new.nj.0113,"﻿Attended from the Passionist Monastery, West Hoboken",,,,,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0041,﻿church,﻿Holy Trinity,English,,,,﻿Bergen County,,﻿Hackensack,﻿Hackensack,﻿NJ,,40.8859325,-74.0434736,,,,﻿p_cody_001,﻿Rev.,﻿P. Cody,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0042,﻿church,﻿Assumption B.V.M.,English,,,,﻿Warren County,,﻿Hackettstown,﻿Hackettstown,﻿NJ,,40.8539879,-74.8290555,﻿new.nj.0070,﻿Attended from Newton,,,,,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0043,﻿church,﻿Our Lady of Grace,English,,,,﻿Hudson County,,﻿Hoboken,﻿Hoboken,﻿NJ,,40.7421804,-74.0334561,,,,﻿ant_cauvin_001,﻿Rev.,﻿Anthony Cauvin,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0043,﻿church,﻿Our Lady of Grace,English,,,,﻿Hudson County,,﻿Hoboken,﻿Hoboken,﻿NJ,,40.7421804,-74.0334561,,,,﻿b_oreilly_001,﻿Rev.,﻿B. O'Reilly,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0043,﻿church,﻿Our Lady of Grace,English,,,,﻿Hudson County,,﻿Hoboken,﻿Hoboken,﻿NJ,,40.7421804,-74.0334561,,,,﻿c_blanc_001,﻿Rev.,﻿C. Blanc,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0044,﻿church,﻿St. Luke's,English,,,,﻿Bergen County,,﻿Hohokus,﻿Ho-Ho-Kus,﻿NJ,,40.9964864,-74.101253,﻿new.nj.0075,﻿Attended from Paterson,,,,,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0045,﻿church,﻿St. Joseph's,English,,,,﻿Hudson County,,﻿Hudson City,﻿Jersey City,﻿NJ,,40.7311602,-74.0582742,,,,﻿alo_venuta_001,﻿Rev.,﻿Aloysius Venuta,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0045,﻿church,﻿St. Joseph's,English,,,,﻿Hudson County,,﻿Hudson City,﻿Jersey City,﻿NJ,,40.7311602,-74.0582742,,,,﻿p_fitzsimmons_001,﻿Rev.,﻿P. Fitzsimmons,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0046,﻿church,﻿St. Paul of the Cross,English,,,,﻿Hudson County,,﻿Hudson City,﻿Jersey City,﻿NJ,,40.747635,-74.0456246,﻿new.nj.0113,"﻿Attended from the Passionist Monastery, West Hoboken",,,,,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0047,﻿church,﻿St. Peter's,English,,,,﻿Hudson County,,﻿Jersey City,﻿Jersey City,﻿NJ,,40.7159628,-74.0439649,,,,﻿pat_corrigan_001,﻿Rev.,﻿Patrick Corrigan,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0047,﻿church,﻿St. Peter's,English,,,,﻿Hudson County,,﻿Jersey City,﻿Jersey City,﻿NJ,,40.7159628,-74.0439649,,,,﻿jam_owens_001,﻿Rev.,﻿James Owens,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0047,﻿church,﻿St. Peter's,English,,,,﻿Hudson County,,﻿Jersey City,﻿Jersey City,﻿NJ,,40.7159628,-74.0439649,,,,﻿j_m_graham_001,﻿Rev.,﻿J. M. J. Graham,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0048,﻿church,﻿St. Mary's (Immaculate Conception),English,,,,﻿Hudson County,,﻿Jersey City,﻿Jersey City,﻿NJ,,40.7225863,-74.0438757,,,,﻿l_d_senez_001,﻿Rev.,﻿L. D. Senez,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0048,﻿church,﻿St. Mary's (Immaculate Conception),English,,,,﻿Hudson County,,﻿Jersey City,﻿Jersey City,﻿NJ,,40.7225863,-74.0438757,,,,﻿j_p_smyth_001,﻿Rev.,﻿J. P. Smyth,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0048,﻿church,﻿St. Mary's (Immaculate Conception),English,,,,﻿Hudson County,,﻿Jersey City,﻿Jersey City,﻿NJ,,40.7225863,-74.0438757,,,,﻿s_pattle_001,﻿Rev.,﻿S. Pattle,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0048,﻿church,﻿St. Mary's (Immaculate Conception),English,,,,﻿Hudson County,,﻿Jersey City,﻿Jersey City,﻿NJ,,40.7225863,-74.0438757,,,,﻿t_fox_001,﻿Rev.,﻿T. Fox,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0049,﻿church,﻿St. Boniface's,﻿German,,,,﻿Hudson County,,﻿Jersey City,﻿Jersey City,﻿NJ,,40.7493464,-74.0470483,,,,﻿d_kraus_001,﻿Rev.,﻿D. Kraus,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0049,﻿church,﻿St. Boniface's,﻿German,,,,﻿Hudson County,,﻿Jersey City,﻿Jersey City,﻿NJ,,40.7493464,-74.0470483,,,,﻿h_fehlings_001,﻿Rev.,﻿H. Fehlings,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0050,﻿church,﻿St. Michael's,English,,,,﻿Hudson County,,﻿Jersey City,﻿Jersey City,﻿NJ,,40.7117059,-74.0773541,,,,﻿j_da-concilio_001,﻿Rev.,﻿J. Da Concilio,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0051,﻿church,﻿St Bridget's,English,,﻿(building),,﻿Hudson County,,﻿Jersey City,﻿Jersey City,﻿NJ,,40.7493464,-74.0470483,,,,,,,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0052,﻿church,﻿St. Joseph's,English,,,,﻿Monmouth County,,﻿Keyport,﻿Keyport,﻿NJ,,40.4299707,-74.1984105,﻿new.nj.0095,﻿Attended from South-Amboy,,,,,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0053,﻿church,﻿St. John Evangelist's,English,,,,﻿Hunterdon County,,﻿Lambertville,﻿Lambertville,﻿NJ,,40.3667156,-74.9434823,,,,﻿hug_murphy_001,﻿Rev.,﻿Hugh Murphy,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0054,﻿church,﻿St. Mary's,English,,,,﻿Monmouth County,,﻿Long Branch,﻿Long Branch,﻿NJ,,40.3042778,-73.9923596,﻿new.nj.0089,﻿Attended from Red Bank,,,,,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0055,﻿church,﻿St. Francis of Sales,English,,,,﻿Bergen County,,﻿Lodi,﻿Lodi,﻿NJ,,40.8750765,-74.0803911,﻿new.nj.0041,﻿Attended from Hackensack,,,,,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0056,﻿church,﻿St. Joseph's,English,,,,﻿Passaic County,,﻿Macopin,﻿Macopin,﻿NJ,,40.8577429,-74.1754661,﻿new.nj.0075,﻿Attended from Paterson,,,,,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0057,﻿church,﻿St. Vincent's,English,,,,﻿Morris County,,﻿Madison,﻿Madison,﻿NJ,,40.7598227,-74.417097,,,,﻿w_m_wigger_001,﻿Rev.,﻿W. M. Wigger,﻿D.D.,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0058,﻿church,﻿St. Joseph's,English,,,,﻿Morris County,,﻿Mendham,﻿Mendham,﻿NJ,,40.7747507,-74.6024258,﻿new.nj.0063,﻿Attended from Morristown,,,,,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0059,﻿church,not recorded,English,,,,﻿Middlesex County,,﻿Metuchen,﻿Metuchen,﻿NJ,,40.5431598,-74.3632049,﻿new.nj.0067,﻿Attended from New-Brunswick,,,,,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0060,﻿church,﻿St. Joseph's,English,,,,﻿Somerset County,,﻿Millstone,﻿Millstone,﻿NJ,,40.5292099,-74.6400432,﻿new.nj.0088,﻿Attended from Raritan,,,,,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0061,﻿church,﻿Immaculate Conception,English,,,,﻿Essex County,,﻿Montclair,﻿Montclair,﻿NJ,,40.8164893,-74.2166556,,,,﻿tit_joslin_001,﻿Rev.,﻿Titus Joslin,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0062,﻿church,﻿Church of Our Lady and St. Patrick's,English,,,,﻿Burlington County,,﻿Moorestown,﻿Moorestown,﻿NJ,,39.9688817,-74.948886,﻿new.nj.0022,﻿Attended from Camden,,,,,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0063,﻿church,﻿Assumption B.V.M.,English,,,,﻿Morris County,,﻿Morristown,﻿Morristown,﻿NJ,,40.7967667,-74.4815438,,,,﻿p_mcgovern_001,﻿Rev.,﻿P. McGovern,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0064,﻿church,﻿St. Mary Magdalen's,English,,,,﻿Cumberland County,,﻿Millville,﻿Millville,﻿NJ,,39.403242,-75.0411291,,,,﻿mar_gessner_001,﻿Rev.,﻿Martin Gessner,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0065,﻿church,﻿St. Mary's,English,,,,﻿Burlington County,,﻿Mount Holly,﻿Mount Holly,﻿NJ,,39.9931438,-74.7879393,﻿new.nj.0021,﻿Attended from Burlington,,,,,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0066,﻿church,not recorded,English,,,,﻿Morris County,,﻿Mount Hope,﻿Mount Hope,﻿NJ,,40.9262098,-74.5426577,﻿new.nj.0027,﻿Attended from Dover,,,,,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0067,﻿church,﻿St. Peter's,English,,,,﻿Middlesex County,,﻿New-Brunswick,﻿New Brunswick,﻿NJ,,40.4862157,-74.4518188,,,,﻿joh_rodgers_001,﻿Rev.,﻿John Rodgers,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0067,﻿church,﻿St. Peter's,English,,,,﻿Middlesex County,,﻿New-Brunswick,﻿New Brunswick,﻿NJ,,40.4862157,-74.4518188,,,,﻿m_c_duggan_001,﻿Rev.,﻿M. C. Duggan,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0068,﻿church,﻿St. John the Baptist,﻿German,,,,﻿Middlesex County,,﻿New-Brunswick,﻿New Brunswick,﻿NJ,,40.4862157,-74.4518188,,,,﻿gre_misdriol_001,﻿Rev.,﻿Gregory Misdriol,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0069,﻿church,﻿St. Ann's,English,,,,﻿Hunterdon County,,﻿New Hampton Junction,﻿Hampton,﻿NJ,,40.7070446,-74.9560032,,,,﻿f_oneil_001,﻿Rev.,﻿F. O'Neil,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
﻿new.nj.0070,﻿church,﻿St. Joseph's,English,,,,﻿Sussex County,,﻿Newton,﻿Newton,﻿NJ,,41.0581527,-74.7526651,,,,﻿edw_j_mccosker_001,﻿Rev.,﻿Edward J. McCosker,,,,,,,,1870,﻿,﻿,﻿,﻿Newark,Newark
